epoch number,train loss,validation loss,train iou_score,validation iou_score,train f1_score,validation f1_score,train f2_score,validation f2_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,train specificity,validation specificity,test loss,test iou_score,test f1_score,test f2_score,test accuracy,test recall,test precision,test specificity,train iou score,train f1 score,train f2 score,validation iou score,validation f1 score,validation f2 score
1.0,0.4305299239212207,0.3864500706012432,,,,,,,0.9129574734173465,0.9331884338305548,0.6027272264002247,0.7976030707359314,0.6186130785205392,0.5432128058030055,0.936449074510778,0.9427982293642484,,,,,,,,,0.3982447561431215,0.5491240059726694,0.5598300486028697,0.4744863854004786,0.6344156563282013,0.7172513902187347
2.0,0.2984849515925632,0.2943491775255937,,,,,,,0.9550743973656988,0.9585804549547342,0.6704809126559268,0.6686081702892597,0.7235064687353842,0.7487587332725525,0.9767498762420054,0.9795916424347804,,,,,,,,,0.5229208231642005,0.6783209436395196,0.6687818668531568,0.5375624998257711,0.6899377359793737,0.6737492634699895
3.0,0.2762795104069656,0.2745807193792783,,,,,,,0.9555994037831768,0.9613559956733996,0.698836057373647,0.68639314862398,0.728526054808263,0.7632953662138718,0.9750760070393596,0.9813707356269544,,,,,,,,,0.5420494635453385,0.6945213544904516,0.6914859919735555,0.5618990327303226,0.7107632412360265,0.6936474580031174
4.0,0.2437240367525079,0.2504040553019597,,,,,,,0.961273992999216,0.9625379970440496,0.7235303246573116,0.760332472049273,0.7541933548584413,0.7344901378338153,0.9792061983869316,0.9771473568219404,,,,,,,,,0.5803567901086272,0.7268620528531878,0.7211384907197417,0.5972669674799993,0.7395569086074829,0.7500337729087243
5.0,0.2344437830903556,0.2580823760766249,,,,,,,0.9632284011733666,0.9634787096427038,0.7402039927043272,0.704056285894834,0.766495656431391,0.7723571405960963,0.980126117722372,0.9824776282677284,,,,,,,,,0.5990644579523066,0.74233956953113,0.7374047610197174,0.5824954039775408,0.7274953241531665,0.7114731004604926
6.0,0.2262247740552666,0.2553850366519047,,,,,,,0.9634590939189612,0.961469414142462,0.747668518109268,0.7593931166025308,0.7634670011113199,0.7326564307396228,0.9798749142818236,0.975856554049712,,,,,,,,,0.6034049137254779,0.7458086964789401,0.74359481455235,0.5911804804435143,0.7348081836333642,0.7467730916463412
7.0,0.2157277317529314,0.2327821185955634,,,,,,,0.9647632328312048,0.9669333398342131,0.7495726996593262,0.7350395459395188,0.775211184212331,0.7920804230066446,0.9810700329501976,0.9838779476972728,,,,,,,,,0.6132871384701032,0.7536334904392114,0.7487309628658081,0.618333746607487,0.7551489426539495,0.7416124527270977
8.0,0.2050440659683741,0.2316991434647486,,,,,,,0.9663118887483404,0.9662103194456834,0.7607792984233813,0.76103563950612,0.7815261891718661,0.7703597339300009,0.9819881098993708,0.981280104472087,,,,,,,,,0.6265803568818596,0.7634827353981104,0.758956857611624,0.6227798049266522,0.7585646899846884,0.7582967693989093
9.0,0.2006960323687349,0.2427174219718346,,,,,,,0.9669684580202852,0.961020338993806,0.7674637383289551,0.8365324162519895,0.7854703175887633,0.6915323825982901,0.9822795056225208,0.9698537358870872,,,,,,,,,0.6341289228267883,0.7692922568053342,0.7654092050670238,0.6127299528855544,0.7519419949788314,0.7987900766042563
10.0,0.2027555369259266,0.2207163182588724,,,,,,,0.9666568757442946,0.9678914707440596,0.7656977752621255,0.7608308723339667,0.7857426311192888,0.7892695183937366,0.9820019060306336,0.9831313376243298,,,,,,,,,0.6332482333933369,0.7687882459565495,0.765430657381422,0.6360530738647168,0.7684100728768569,0.7625288825768691
11.0,0.2021316631456439,0.2313619439418499,,,,,,,0.9666027105256412,0.965052258509856,0.7662527212935887,0.7900577348012191,0.7834523788998636,0.7430675877974584,0.9818461369932368,0.9779084416536185,,,,,,,,,0.6307676534974174,0.7664210059669581,0.7632335578457693,0.6246963854019458,0.7601688939791459,0.7760239266432248
12.0,0.196588317999679,0.2179513046374687,,,,,,,0.9685184500190648,0.967538615831962,0.7735677522219969,0.7923687673532046,0.7946523883369532,0.7657203811865586,0.9835029298000122,0.980356867496784,,,,,,,,,0.6467018335053091,0.7784787081600575,0.7730406790636899,0.6426248527490176,0.7735559550615457,0.7833215594291687
