epoch number,train loss,validation loss,train iou_score,validation iou_score,train f1_score,validation f1_score,train f2_score,validation f2_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,train specificity,validation specificity,test loss,test iou_score,test f1_score,test f2_score,test accuracy,test recall,test precision,test specificity,train iou score,train f1 score,train f2 score,validation iou score,validation f1 score,validation f2 score,test iou score,test f1 score,test f2 score
1.0,0.442503639151541,0.3133244033043201,,,,,,,0.9037393112196012,0.955651764686291,0.6035999335934606,0.6680380770793328,0.5921803084986933,0.7107518773812515,0.9264618080486072,0.9764973062735336,,,,,,,,,0.3880056794523523,0.5392160098371881,0.5531298180393288,0.519631754893523,0.675703954238158,0.668792208799949,,,
2.0,0.2857123646843299,0.2725182794607602,,,,,,,0.9556905868348112,0.9604374835124384,0.6847188831045387,0.7121580449434427,0.7272009250153316,0.7401509399597461,0.9762036010120692,0.9782296419143676,,,,,,,,,0.5337193039026153,0.6883275991075495,0.6820346967557843,0.5655060502199026,0.7140280283414401,0.7106959475920751,,,
3.0,0.2655046026358443,0.2627610357908102,,,,,,,0.9579146973202738,0.9614346141998584,0.7068977335865578,0.7320802853657649,0.7382099186436514,0.7419355786763705,0.97693496138862,0.9777114253777724,,,,,,,,,0.5542091502902213,0.705520175815968,0.701594285750657,0.579190886937655,0.7248422411771921,0.7270136819435999,,,
4.0,0.2417763284083162,0.2688318674380963,,,,,,,0.961106404159846,0.9636819110466884,0.7309131227182538,0.6512656464026525,0.7531937809472673,0.8062363748367016,0.978475454148282,0.9865426398240604,,,,,,,,,0.5818559279602565,0.728561343771688,0.7257763167445579,0.560559861935102,0.7088419542862818,0.6714122410003955,,,
5.0,0.2278150494179029,0.2604462664860945,,,,,,,0.9632630200868242,0.9632252317208512,0.7363822111922703,0.698972259576504,0.7648458634869436,0.7761246011807368,0.9804152960187932,0.9824551939964294,,,,,,,,,0.5964979150991762,0.7398978404784471,0.7343193520320935,0.5789190255678617,0.7250462609987992,0.7070909692690923,,,
6.0,0.2284552146879474,0.2485988438129425,,,,,,,0.9628636977645788,0.9621347097250132,0.7417048356506262,0.775027144413728,0.7652691877290104,0.7306984800558823,0.9796108342288584,0.9754723929441892,,,,,,,,,0.5994693275248066,0.7429502793912137,0.7399303223309892,0.6022476955102041,0.7431410298897669,0.759623646736145,,,
7.0,0.2153196910793861,0.238225730565878,,,,,,,0.9646688050098632,0.9658258167596964,0.7507777555604999,0.7373340588349563,0.7744848788454292,0.7824288239845862,0.9808834838063528,0.98231352521823,,,,,,,,,0.6134670899155434,0.7537179180745328,0.7493389818105805,0.6118451884159675,0.750088434952956,0.74045307131914,,,
8.0,0.2103443051991837,0.2380700982533968,,,,,,,0.9652906274527646,0.966142659003918,0.7562793875008487,0.7204482647088858,0.7774608289257864,0.7999001580935258,0.9810191245561236,0.9841400270278636,,,,,,,,,0.6191795515210441,0.7576966506711552,0.7543455449382911,0.6083274873403403,0.7476537663203019,0.729190101990333,,,
9.0,0.2051860120859039,0.2308999964824089,,,,,,,0.965886213806238,0.9663370756002572,0.7605840322676669,0.759271325973364,0.7808892184428955,0.7733587806041424,0.981476501132665,0.9813645436213568,,,,,,,,,0.6243952479255334,0.7618275874116448,0.7579140140769187,0.6227912169236404,0.75875268303431,0.7573780967639043,,,
10.0,0.2110120071453994,0.2301354568738203,,,,,,,0.965016752146603,0.9656396233118496,0.7550168660249603,0.7810299052641942,0.777375779794843,0.7580576195166662,0.980898990390006,0.9791390551970556,,,,,,,,,0.6180728225225813,0.7567345426323708,0.7530423784523868,0.6273543399113876,0.7623441861226008,0.7715134849915137,,,
11.0,0.209510661912768,0.2274930981489328,,,,,,,0.9657014179765508,0.966928433913451,0.7595703621928611,0.7584001834575946,0.7802274910251746,0.7789130669373733,0.9813104526380476,0.9820129825518682,,,,,,,,,0.6227326647619184,0.7598064340902179,0.7563540640841709,0.6260237189439627,0.7609055065191709,0.7577877503175002,,,
12.0,0.199922605846705,0.2348164388766655,,,,,,,0.9679851324370736,0.9636551898259385,0.7714422532681668,0.7998663255801568,0.7945531211542279,0.7332574266653794,0.982980252651686,0.9751801834656642,,,,,,,,,0.6443605670768223,0.7775304672423373,0.7726857099640235,0.6196192686374371,0.7567839164000291,0.7801518325622265,,,
13.0,0.1993306098359354,0.2197231581577887,,,,,,,0.9668892039341872,0.9675506903575016,0.7682580981361732,0.7752337066026834,0.7869037550486876,0.7748085925212274,0.9819294977723882,0.9815915066462296,,,,,,,,,0.635207077760375,0.7702994708264812,0.7668428340654695,0.6369614280187167,0.7692586664970105,0.7715568427856152,,,
14.0,0.1870022697395153,0.2335369311846219,,,,,,,0.968555016464062,0.9669963396512544,0.7748234104574396,0.7223946016568404,0.7963709087854021,0.8114095467787522,0.9833172486069496,0.9850465059280396,,,,,,,,,0.6482385852363672,0.7798274427317502,0.7749085700913761,0.6167682386361636,0.7541740743013529,0.7325863379698533,,,
15.0,0.1892506138662274,0.2220292114294492,,,,,,,0.9680578956443272,0.9663979617448952,0.772350032008096,0.802240999845358,0.7963142964277374,0.7499698056624486,0.9830126682024324,0.9782064465376048,,,,,,,,,0.6456761139162471,0.7783901088693169,0.7734622988808021,0.637832889190087,0.7696994772324195,0.7874360634730413,,,
16.0,0.181777652729763,0.2174206857497875,,,,,,,0.9694619372989356,0.9676539187247936,0.7805151068762447,0.7907575345956362,0.8022760762257523,0.7668143281569848,0.9839430853222192,0.9804659715065588,,,,,,,,,0.6562338498201263,0.7857142378774922,0.7801150980960118,0.6424784476940448,0.7735089315817907,0.7824598367397602,,,
17.0,0.1813934311438142,0.2163646863057063,,,,,,,0.9691944450474856,0.968477888749196,0.7806974086868629,0.7724626912520483,0.7999677825509832,0.786904323559541,0.983650773428799,0.9827560851207148,,,,,,,,,0.6541906126429525,0.7841712618142032,0.7794674889425214,0.6424288933093731,0.7730985467250531,0.7713395288357368,,,
18.0,0.1852673834629273,0.2233794148151691,,,,,,,0.9688840153511992,0.9678289248393132,0.7791398830628127,0.7520393568735856,0.7991659500625696,0.7926587324876052,0.983371840434128,0.9836230415564317,,,,,,,,,0.6531111303340184,0.7834978920690129,0.7789909993664602,0.6316383664424603,0.7649587874229138,0.755717410491063,,,
19.0,0.1928279473540488,0.2195132191364582,,,,,,,0.9675680981593184,0.9687095055213342,0.7756725556395027,0.7509479774878576,0.7901505801115143,0.797947347164154,0.9821849411792968,0.9844137407266176,,,,,,,,,0.6419290464915587,0.7746599577785878,0.772180980510926,0.6358608626402341,0.7670549154281616,0.7561277540830466,,,
20.0,0.1936744183636783,0.2248082275574024,,,,,,,0.9678388157587372,0.9662829843851236,0.7758722633458255,0.7829807033905616,0.7897957235239865,0.7668671585046328,0.9825043798832412,0.9795986711978912,,,,,,,,,0.6436686931031473,0.7756079575988684,0.7736004256130604,0.6332273437426641,0.7662785786848801,0.7741131346959335,,,
21.0,0.1823507386646913,0.2158179925038264,,,,,,,0.96927687827121,0.9688887710754688,0.778424187992396,0.7617009282112122,0.8047719637999374,0.800801756290289,0.9838520777359436,0.9841240552755502,,,,,,,,,0.6566166576374782,0.7863968095082915,0.7804848377624255,0.6437713847710536,0.7737326278136327,0.764892014173361,,,
22.0,0.1770850373118111,0.2304292046106778,,,,,,,0.9697416565391456,0.9678048101755288,0.7867009345065342,0.7148591990654285,0.8027007017242774,0.8199180249984448,0.9837360281622812,0.9863365567647494,,,,,,,,,0.6604078586181897,0.788586925924494,0.7848280239640997,0.6177887744628466,0.7542592080739828,0.7284512451061835,,,
23.0,0.1819951453905427,0.232317553116725,,,,,,,0.9693652063273313,0.9679613594825452,0.7800452581952128,0.7064225742450128,0.8030278394731243,0.8261476365419534,0.9837888157769537,0.987339939062412,,,,,,,,,0.6561821525016528,0.7852217052759749,0.7801633370056581,0.6158323815235724,0.7529784051271585,0.7225917004621946,,,
24.0,0.1769384781966048,0.2106748452553382,,,,,,,0.9699714940585448,0.9687129465433268,0.7829009106989657,0.7950602288429554,0.8071634889988417,0.7769313844350668,0.9843469690740778,0.9814115189588988,,,,,,,,,0.6617737157960956,0.7898309418324674,0.7838849204309871,0.6525494089493384,0.7803032581622784,0.787830996971864,,,
25.0,0.1686762417300363,0.2114821489040668,,,,,,,0.9712870342008184,0.969042690900656,0.7903679127103826,0.7744448322516221,0.8155217652910212,0.7947013446917901,0.985214589686876,0.9834631520968216,,,,,,,,,0.6739507846617967,0.7988390433654357,0.7922264679094378,0.6492984134417313,0.7777921855449677,0.7742607433062333,,,
26.0,0.1665574673856242,0.2102254950083219,,,,,,,0.971411113658648,0.969435121004398,0.7920528288637654,0.7770525400455182,0.8163947596978606,0.7948182546175443,0.9851993067880694,0.9835289143598996,,,,,,,,,0.6753191063913067,0.7995964503020383,0.793468665540888,0.6514820616978866,0.779038477402467,0.7762700640238248,,,
27.0,0.1652209028769075,0.2120108741980332,,,,,,,0.971454931109139,0.9679400691619288,0.7906373183379013,0.8116796223016886,0.8193446149986782,0.7554739301021283,0.9853252654664972,0.9794122393314656,,,,,,,,,0.676619784885578,0.8007902121275998,0.7938009513897842,0.6491638444937192,0.778332762993299,0.7968465043948247,,,
28.0,0.1671208183417159,0.2246629206033853,,,,,,,0.9710657717136856,0.965103743168024,0.7957799126592915,0.8212035160798293,0.8107864528559567,0.7290479976397294,0.9845391826683216,0.9754354655742644,,,,,,,,,0.6731537299209767,0.7979578288753381,0.7942204187425335,0.6333774534555582,0.7663355332154494,0.7966972085145804,,,
29.0,0.1708273586262478,0.2148329661442683,,,,,,,0.9706670856207944,0.9684994106109326,0.7890060898962985,0.7775795322198135,0.8106968637262837,0.7790968784919152,0.9846066825845268,0.9823768482758448,,,,,,,,,0.6689344986101214,0.7949663199735492,0.7897105350923003,0.6431485254030961,0.7730089242641742,0.7744676333207351,,,
30.0,0.1692698564422264,0.2054526737103095,,,,,,,0.9709607255592776,0.9702186286449432,0.7890730372975382,0.7757410636314979,0.8131852571883899,0.8032469543126913,0.9848535851146398,0.9844799454395587,,,,,,,,,0.6707354556308703,0.7960080377171549,0.790188735790467,0.6572500627774459,0.7833521251495068,0.7777092640216534,,,
31.0,0.1613374606946881,0.2045537944023426,,,,,,,0.9721302115515376,0.9699333103803488,0.7961867083324475,0.7935179701218238,0.8197486032260938,0.7885613556091602,0.9856815083643024,0.9828075904112596,,,,,,,,,0.6808546419893757,0.8031655603580261,0.7967239008860642,0.6604058100627019,0.7857906061869401,0.7892543765214773,,,
