epoch number,train loss,validation loss,train iou_score,validation iou_score,train f1_score,validation f1_score,train f2_score,validation f2_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,train specificity,validation specificity,test loss,test iou_score,test f1_score,test f2_score,test accuracy,test recall,test precision,test specificity,train iou score,train f1 score,train f2 score,validation iou score,validation f1 score,validation f2 score
1.0,0.4966219476099764,0.3230458429226508,,,,,,,0.8312149526697866,0.954317787518868,0.6267500883491521,0.6421203796680157,0.5113013295477695,0.7130449185004601,0.8461153292766866,0.9768493473529816,,,,,,,,,0.3383703493000416,0.4782376386476367,0.5117721696583073,0.5025995900997748,0.6598230921305143,0.6461105346679688
2.0,0.2945335118958119,0.2884531089892754,,,,,,,0.953758660996898,0.9590416137988752,0.6783058382152172,0.6730975715013651,0.7188265963216846,0.7532447484823374,0.9744299569826448,0.9798230941479024,,,,,,,,,0.5214139839236656,0.6768990092063218,0.6727966170632438,0.5445692883088038,0.6960849922436935,0.6791423307015345
3.0,0.2709436369745919,0.2670356631278991,,,,,,,0.955616228366166,0.9611299863228432,0.7032122715805353,0.7230320481153635,0.7297029522027862,0.7388174144121317,0.9745078294464712,0.9781932395238144,,,,,,,,,0.5448638468645932,0.6962450622172838,0.6944890906301777,0.5755435090798598,0.7213027981611398,0.7202077278724084
4.0,0.2544529511687461,0.2831355402102837,,,,,,,0.9589764743708492,0.9539990631433634,0.7230585900585303,0.7931821437982413,0.7426806477348457,0.6631810573431162,0.9767419548516862,0.965072363615036,,,,,,,,,0.5685847183961547,0.7164852284313588,0.7155247601900208,0.5631860758249576,0.7112822028306814,0.7547168892163497
5.0,0.2373712009258484,0.2460679847460526,,,,,,,0.9614034556270984,0.9646733013483194,0.7422308031092869,0.7234836037342365,0.7550899687777745,0.7796061451618488,0.9778122553664648,0.982334696329557,,,,,,,,,0.590699794252267,0.7350994308343094,0.7350801088836756,0.6004950667803104,0.7414341179224161,0.728617746096391
6.0,0.233736923571383,0.2480671657965733,,,,,,,0.9614270945613304,0.9633733194607956,0.7453238351291485,0.7441357144942651,0.7584258455238985,0.7563438071654394,0.9777061885662292,0.979282924762139,,,,,,,,,0.5926478136791272,0.7357980963889132,0.7364263313539913,0.5998957409308507,0.7407564154038062,0.7405153169081762
7.0,0.2182239474875203,0.235745003590217,,,,,,,0.9644701427288268,0.9648938660438244,0.7556077000800143,0.7627573838600745,0.7708404030692712,0.7577761480441461,0.9802487586321456,0.9795345205527084,,,,,,,,,0.6137547791004181,0.7534394357981307,0.7514157817604836,0.6157822287999667,0.7530496922823099,0.7570632352278783
8.0,0.211254395125957,0.2337149129464076,,,,,,,0.96516264556499,0.9657102800332584,0.7638334337245213,0.754929054241914,0.7755410195736403,0.7728480490354391,0.9804493825087388,0.9809833467006684,,,,,,,,,0.6223982277880894,0.7599865599964442,0.75876083132926,0.6188933459612039,0.7553234535914201,0.7531815560964438
9.0,0.207423064146149,0.2313567812626178,,,,,,,0.9655479929420384,0.967130156663748,0.7684082141083278,0.7391208226864154,0.7777330547236325,0.7885624812199519,0.9804628772682018,0.9838846004926242,,,,,,,,,0.6278175691540322,0.7644132221682688,0.7642113780707456,0.6212264964213738,0.7568945655455956,0.7447344637834109
10.0,0.1958974820844243,0.2450448847734011,,,,,,,0.9675322375940472,0.9645476387097284,0.7741897889737333,0.7284640944921054,0.788685637243678,0.7904806412183322,0.9823122285725026,0.9817945384062252,,,,,,,,,0.6417964442392413,0.774706299385328,0.7715954338566641,0.603027146596175,0.7430370381245246,0.731431280191128
11.0,0.2015636583392539,0.2249025381528414,,,,,,,0.9664682036035516,0.967332578622378,0.7724817415301719,0.7602937886348138,0.7827186892541607,0.7831007884098933,0.9811812471807672,0.982345482477775,,,,,,,,,0.6338469198580539,0.7682769526256604,0.7674906548489345,0.6315424533990713,0.7645309842549838,0.7604229771173917
12.0,0.1927671405706512,0.2289392695977137,,,,,,,0.9679091653127349,0.967151960501304,0.7786929654271415,0.7449100774068099,0.791524345285437,0.7952565665428455,0.9822935870524204,0.9834361603626838,,,,,,,,,0.6466239737660697,0.7784036605545644,0.7764661734023791,0.6262206458128415,0.7606484133463639,0.7493149225528424
13.0,0.192242560091983,0.2342080680223611,,,,,,,0.967848777770996,0.9664602875709534,0.7803960522908843,0.73886838555336,0.790834361247802,0.7877624126581045,0.9821101728450048,0.98289021391135,,,,,,,,,0.6469371794314867,0.778590355026588,0.7774474285961537,0.6170076452768766,0.7533400104596064,0.7428039954258845
14.0,0.1889306722062357,0.215135973233443,,,,,,,0.9683495592535212,0.9683956045370836,0.7837991332739926,0.7783739245854892,0.7958401669277234,0.7817403995073758,0.9824182397863838,0.9823093024583964,,,,,,,,,0.6531879212079423,0.7836776556593649,0.7823482276348586,0.6451433644844935,0.7745405596036178,0.7755959721711966
15.0,0.186837802442272,0.214772302370805,,,,,,,0.9688684886760924,0.9682284547732428,0.782542896404695,0.7822349484150226,0.7978112577052598,0.7765331589258634,0.983070128419426,0.9816467486895047,,,,,,,,,0.6542991721228267,0.7840272014060717,0.781191184279624,0.6444235765016996,0.7739474842181573,0.7777129457547114
16.0,0.1813974320218804,0.2214570985390589,,,,,,,0.9693788249840896,0.9675400486359228,0.7856327918138397,0.7670757403740516,0.8013438106922621,0.7874790957340827,0.9833946609764956,0.982168360398366,,,,,,,,,0.6582612743538417,0.7866697525710202,0.7833773199092137,0.6370525898841711,0.7684015058554136,0.7657957397974454
17.0,0.1779246517781461,0.2148937537119938,,,,,,,0.9698761889104092,0.9679432075757248,0.7885876652899753,0.7935310693887564,0.8042943551299278,0.769309204358321,0.9837265416477504,0.9808051540301396,,,,,,,,,0.66292466072554,0.7902102309666322,0.7866224050521851,0.6474123620069944,0.776054886671213,0.7850729318765494
18.0,0.1745067198624771,0.225868101303394,,,,,,,0.9704947264006968,0.9660907754531274,0.7933362829551268,0.790546362216656,0.8061537052808183,0.7574977141160232,0.984053781863009,0.9790328924472516,,,,,,,,,0.6684158752473552,0.7940777165166447,0.791193669431665,0.6346650490394006,0.7664049588716947,0.7785546275285574
19.0,0.1774619201595863,0.2260823203967167,,,,,,,0.9699594632963116,0.9664172117526716,0.793717525648267,0.7712953113592588,0.8024707490138794,0.7709187613083766,0.983486125308476,0.9807290778710293,,,,,,,,,0.6655751861883014,0.7916300028897403,0.7902335571439079,0.6308832443677462,0.7639574225132282,0.7663239011397729
20.0,0.1740510403440239,0.2084066638579735,,,,,,,0.9704306386829762,0.9695265109722432,0.7927574602405677,0.7832460105419159,0.8065804819042763,0.7897993051088773,0.9839969813153984,0.9832090322787944,,,,,,,,,0.6681303623017301,0.793560400437773,0.7905601691663935,0.6539505238716419,0.7811302130038922,0.7813641428947449
21.0,0.1676050096415401,0.2085259419221144,,,,,,,0.971477394023638,0.9698973298072816,0.797923750421974,0.7683963454686679,0.8146329080120901,0.8003942301640143,0.9848190030355132,0.9846648069528432,,,,,,,,,0.6789484861191739,0.8020077722795894,0.7980307072735904,0.6517368188271155,0.7787376390053675,0.7714945582243112
22.0,0.1659754595060027,0.2083836037379045,,,,,,,0.9715002674734994,0.9693876688296978,0.7991115973236855,0.7828015662156619,0.8141600469524941,0.7868189811706543,0.9847560920072406,0.9829673560766072,,,,,,,,,0.6795539567979534,0.8025949490204286,0.7989628777075349,0.652336407166261,0.7794175446033478,0.7804099940336667
