epoch number,train loss,validation loss,train iou_score,validation iou_score,train f1_score,validation f1_score,train f2_score,validation f2_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,train specificity,validation specificity,test loss,test iou_score,test f1_score,test f2_score,test accuracy,test recall,test precision,test specificity,train iou score,train f1 score,train f2 score,validation iou score,validation f1 score,validation f2 score,test iou score,test f1 score,test f2 score
1.0,0.4327561995956335,0.3038561665094815,,,,,,,0.9159927682930163,0.9557073299701396,0.60432133845085,0.7119463407076322,0.6044263767727306,0.6903210053077111,0.9396346874451368,0.9733062432362484,,,,,,,,,0.3981014727510177,0.5503942429747307,0.5629672265056981,0.537130682514264,0.6916115880012512,0.7014885155054239,,,
2.0,0.2812332892685794,0.2693394789328941,,,,,,,0.956485049778156,0.9618954727282892,0.6917253364337964,0.7020036486478952,0.7306994089249814,0.7541782970611866,0.9765859393591292,0.9806616375079522,,,,,,,,,0.5398717529318305,0.6934603553139762,0.6875387483768249,0.5687922342465475,0.7170487848611978,0.7060713126109197,,,
3.0,0.2510742813013912,0.2730739185443291,,,,,,,0.9603772424580006,0.9585653153749611,0.7219504057691338,0.7653051477212173,0.7512387177917395,0.6998546146429502,0.9784508367602744,0.9724561686699208,,,,,,,,,0.5753882838768906,0.7237117558382871,0.7191483398501792,0.5757420257880137,0.7223574496232547,0.7447872849611136,,,
4.0,0.2369720420140898,0.2513231176596421,,,,,,,0.9621575802899478,0.964896940268003,0.7339669178041179,0.708319006057886,0.7601373898849059,0.7871689727673163,0.9793605054362436,0.9835973450770744,,,,,,,,,0.5894010622849625,0.7349419546930978,0.7305181863602628,0.5937423568505508,0.7364929112104269,0.7177031636238098,,,
5.0,0.226116272840607,0.2511715292930603,,,,,,,0.9635167054915696,0.9631589307234838,0.746003434899148,0.7423623983676617,0.7685661208763551,0.7539923305694873,0.9800298167078684,0.9791774979004492,,,,,,,,,0.60392000568047,0.7469086727399504,0.7433639255802283,0.5959404878891431,0.7384775487276224,0.7386287061067728,,,
6.0,0.2129737949103451,0.2532748419504899,,,,,,,0.9653368277496166,0.9653723010650048,0.7551669987399926,0.6775596371063819,0.7776678720217073,0.8146364849347335,0.9812805290972249,0.986587214928407,,,,,,,,,0.6183134444643942,0.7575304682335157,0.7529518718130133,0.5855751759730853,0.7290468789063967,0.6955057313809028,,,
7.0,0.2145106397318036,0.2570282106216137,,,,,,,0.9651627594165588,0.9637234738239876,0.7577160154835562,0.6978325545787811,0.7766544256317481,0.7848422733637003,0.9809155953064392,0.982770690551171,,,,,,,,,0.6180132078320792,0.7569506108091119,0.7539813685952947,0.5822600103341616,0.7253310267741864,0.706055068052732,,,
8.0,0.2127825925859172,0.2367735734352698,,,,,,,0.96518294998769,0.9646567495969626,0.7555287192376812,0.7733246523600358,0.7790965317340379,0.7503561744323144,0.9810856446791232,0.9785555050923274,,,,,,,,,0.6182258551040393,0.7566909207386917,0.7523837745859382,0.6170318401776828,0.754299310537485,0.7636594290916736,,,
9.0,0.198385098677003,0.2257070403832655,,,,,,,0.9672919371154872,0.966979253750581,0.7704757974388894,0.7631849119296441,0.7899629132131513,0.777345957664343,0.9822583881656776,0.9817417791256536,,,,,,,,,0.6390238611885671,0.7733585747440209,0.7694936850097742,0.6289341197564051,0.7630654963163229,0.7615940937629113,,,
10.0,0.187849583250753,0.2351671778238736,,,,,,,0.9687803521584928,0.9665204378274772,0.7774774773737018,0.7307651340961456,0.7989163901029008,0.7988764574894538,0.9833847210648354,0.9837973071978644,,,,,,,,,0.6516804983106892,0.7827592277794742,0.777803348691276,0.6156575496380146,0.752784557067431,0.7372842133045197,,,
11.0,0.1905618691712283,0.2442766152895414,,,,,,,0.9682756829797552,0.9617197674054366,0.7775269385134236,0.8127325085493234,0.796756667367528,0.7143002863113697,0.9828648995817376,0.972486225458292,,,,,,,,,0.6481144140275676,0.7800372838973999,0.7763161170348692,0.6139752096854724,0.7514939239391913,0.7840452354687911,,,
12.0,0.1882306223504998,0.2181311868704282,,,,,,,0.9683619288916,0.9685174845732176,0.7770679767212171,0.7582278778919807,0.7952111155799265,0.7979110318880814,0.982918961664264,0.98390498986611,,,,,,,,,0.6474251110901993,0.7791752058468507,0.7751264525263497,0.6390874477533194,0.7705944020014542,0.7616576025119195,,,
