epoch number,train loss,validation loss,train accuracy,validation accuracy,test loss,test accuracy
1.0,0.7323049342663419,1.6925908841124369,0.6919060349464417,0.5963302254676819,,
2.0,0.4786790119138772,0.472884793347175,0.7859007716178894,0.7889907956123352,,
3.0,0.4205770712764082,0.3300963150798727,0.8146214485168457,0.9082568287849426,,
4.0,0.348533666281725,0.4478769186166448,0.8511749505996704,0.8440366387367249,,
5.0,0.3308307119978315,0.8993707534370072,0.8616188168525696,0.5871559381484985,,
6.0,0.3838570558565715,0.3636351107457362,0.8381201028823853,0.81651371717453,,
7.0,0.3028004636730289,0.8210318088531494,0.8955613970756531,0.706421971321106,,
8.0,0.2988431956181327,0.3248677614632003,0.8851175308227539,0.853210985660553,,
9.0,0.1837624377199003,0.3038153566351724,0.9295039176940918,0.8807339072227478,,
10.0,0.1473957718819302,0.2718124821645404,0.942558765411377,0.9082568287849426,,
11.0,0.1877236743567039,0.264356438993314,0.9216710329055786,0.9082568287849426,,
12.0,0.1558853323637038,0.2684616099256988,0.939947783946991,0.8990825414657593,,
13.0,0.1398351981107622,0.2875908307662798,0.95039165019989,0.9082568287849426,,
14.0,0.1643650834606693,0.2638812079478841,0.942558765411377,0.8899081945419312,,
15.0,0.1203154210273575,0.2607515164642432,0.9608355164527892,0.8899081945419312,,
16.0,0.142565536354097,0.2531347965155173,0.9451697468757628,0.8899081945419312,,
17.0,0.1184149981317093,0.262964070150885,0.953002631664276,0.8990825414657593,,
18.0,0.1008789531093859,0.2587560228661659,0.9608355164527892,0.9174311757087708,,
19.0,0.0783287940580913,0.2510239368458407,0.9765013456344604,0.8990825414657593,,
20.0,0.0900560582333849,0.2462534123194327,0.9738903641700744,0.9174311757087708,,
21.0,0.0745977268702601,0.2551621893813851,0.9817232489585876,0.8990825414657593,,
22.0,0.1035237200704084,0.250866007777529,0.9582245349884032,0.8990825414657593,,
23.0,0.1060369852395344,0.2545438257789393,0.9608355164527892,0.8990825414657593,,
24.0,0.1102953633492904,0.2506499282605604,0.95039165019989,0.8990825414657593,,
25.0,0.1019505947395458,0.2489851541953896,0.955613613128662,0.9082568287849426,,
26.0,0.0742609617312489,0.2496696791244209,0.9791122674942015,0.8990825414657593,,
27.0,0.1137318749603263,0.2580479382101548,0.953002631664276,0.8990825414657593,,
28.0,0.1180585507381289,0.2477144646808641,0.955613613128662,0.8990825414657593,,
29.0,0.1088672711540684,0.2519689119600374,0.9608355164527892,0.8990825414657593,,
30.0,0.1374387064238635,0.258236477254044,0.9477806687355042,0.8990825414657593,,
31.0,0.0827107041072363,0.2591766023307765,0.9712793827056884,0.8990825414657593,,
32.0,0.1261058275395756,0.2648423815812539,0.955613613128662,0.8899081945419312,,
33.0,0.1000880946456296,0.2476940003283527,0.9634464979171752,0.8990825414657593,,
34.0,0.0932846648993053,0.2503459009282086,0.9608355164527892,0.9082568287849426,,
35.0,0.0802524979311399,0.2592167538855601,0.9660574793815612,0.8990825414657593,,
36.0,0.0728921284631633,0.2593918800559066,0.9791122674942015,0.8899081945419312,,
37.0,0.1069539034831539,0.252899918671048,0.9660574793815612,0.8990825414657593,,
38.0,0.1206827911538589,0.2557006930812783,0.955613613128662,0.8990825414657593,,
39.0,0.082613276286712,0.2518063735114325,0.9608355164527892,0.8990825414657593,,
40.0,0.1440753211478846,0.2533302331052789,0.942558765411377,0.9082568287849426,,
41.0,0.0733388909576436,0.2526027753675749,0.9765013456344604,0.9082568287849426,,
42.0,0.1292556764402332,0.2528359405354622,0.9451697468757628,0.8990825414657593,,
43.0,0.0763501492146568,0.2533474466122618,0.9765013456344604,0.8990825414657593,,
44.0,0.0915873374050731,0.2487126444594575,0.9634464979171752,0.8990825414657593,,
45.0,0.120049215031316,0.253254884290039,0.955613613128662,0.8990825414657593,,
46.0,0.0812876787347908,0.2395357299220124,0.9843342304229736,0.9082568287849426,,
47.0,0.1197792565566791,0.2507378897809107,0.955613613128662,0.8990825414657593,,
48.0,0.0800815747428306,0.2516051055436287,0.9686684012413024,0.8990825414657593,,
49.0,0.0991491011852111,0.2579417451532609,0.9608355164527892,0.8990825414657593,,
50.0,0.1321788856628358,0.2596191088540838,0.939947783946991,0.8807339072227478,,
,,,,,0.2521602905130592,0.9137930870056152
