epoch number,train loss,validation loss,train f1_score,validation f1_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,test loss,test f1_score,test accuracy,test recall,test precision,train f1 score,validation f1 score,test f1 score
1.0,0.8514116555452347,12.55016142129898,,,0.6153061224489795,0.5186688311688312,0.6466662305948022,1.0,,0.5042457542457542,,,,,,0.5757500175263333,0.6546318000884565,
2.0,0.4574972928634712,0.4170121997594833,,,0.7887755102040817,0.8457792207792207,0.7132176355390643,0.828422619047619,0.8713010204081634,0.8644751082251083,,,,,,0.7688653608296466,0.8356740481740483,
3.0,0.4504597016743251,0.6131419725716114,,,0.7974489795918366,0.7313311688311689,0.7917182024324882,0.949652777777778,0.8364654195011338,0.6549107142857142,,,,,,0.7925678896267134,0.7680257629367536,
4.0,0.3779694863728114,0.3325382769107818,,,0.8244897959183672,0.8636363636363636,0.798639455782313,0.8531249999999999,0.8717403628117913,0.8540178571428572,,,,,,0.8088536297846337,0.8455929487179488,
5.0,0.370786439627409,2.704559400677681,,,0.8479591836734693,0.525974025974026,0.8249858276643991,1.0,0.8937074829931974,0.510749666999667,,,,,,0.8325944946743269,0.6682321600715732,
6.0,0.3149467642818178,0.6051418781280518,,,0.8494897959183675,0.8011363636363635,0.8558944032158318,0.6058035714285713,0.8571003401360545,0.9821428571428572,,,,,,0.8414346332938771,0.7353854478854479,
7.0,0.4355523737945727,0.3709486592561006,,,0.8234693877551018,0.8612012987012987,,0.8861607142857142,0.852947845804989,0.8395337301587301,,,,,,0.810655438718243,0.8611795679810386,
8.0,0.2585850075951644,0.2756051644682884,,,0.9030612244897958,0.8612012987012988,0.8207766439909296,0.7730519480519481,0.9732142857142856,0.9154761904761904,,,,,,0.8843361353865558,0.8361433887749679,
9.0,0.1868440955877304,0.2377535915002226,,,0.9387755102040816,0.9196428571428572,0.9173611111111112,0.8973214285714286,0.95765306122449,0.9508928571428572,,,,,,0.9308217962685014,0.9194024725274724,
10.0,0.1395435209519096,0.2515184627845883,,,0.9515306122448978,0.9017857142857144,0.9428854875283448,0.8965773809523809,0.9713010204081634,0.921875,,,,,,0.9527699541355004,0.9061043123543124,
11.0,0.1339174829689519,0.2589258477091789,,,0.9489795918367346,0.8928571428571428,0.951984126984127,0.8645833333333334,0.9420351473922902,0.90625,,,,,,0.9439692697100924,0.8791666666666667,
12.0,0.2216131322618041,0.2783499760553241,,,0.9142857142857144,0.917207792207792,0.9377976190476192,0.8762400793650793,0.9189484126984128,0.9722222222222222,,,,,,0.9065887967259044,0.9150869963369964,
13.0,0.2252799723563449,0.3131003142334521,,,0.9275510204081632,0.8790584415584416,,0.933531746031746,0.9124149659863946,0.8375496031746031,,,,,,0.9147875059114556,0.8776466793010911,
14.0,0.1522988264581986,0.2647145437076688,,,0.9438775510204082,0.8993506493506493,0.9307230467944756,0.8447916666666666,0.963265306122449,0.934375,,,,,,0.9393949654453856,0.8817415223665223,
15.0,0.1397549714227872,0.2754757525399327,,,0.9489795918367346,0.885551948051948,0.93796768707483,0.8105158730158731,0.9636054421768708,0.940277777777778,,,,,,0.945621377921798,0.8573232323232324,
16.0,0.1347411233665687,0.2565338022541255,,,0.9489795918367346,0.9107142857142856,0.924741032776747,0.8698412698412699,0.9877551020408164,0.9363095238095238,,,,,,0.9521859590358044,0.8997055028305028,
17.0,0.1281176873349717,0.2638376234099269,,,0.9566326530612244,0.905844155844156,0.94282622139765,0.9117063492063492,0.9841269841269842,0.9237012987012988,,,,,,0.9595665342569368,0.9108621770386476,
18.0,0.1098147689231804,0.2562391054816544,,,0.964285714285714,0.905844155844156,0.9600159760874049,0.8763888888888888,0.9796626984126984,0.9486607142857144,,,,,,0.9672935251882622,0.9022078819872938,
19.0,0.1285836617462337,0.2565059578046202,,,0.957142857142857,0.9017857142857144,0.9301574417645848,0.9088789682539682,0.9851190476190476,0.9036706349206348,,,,,,0.9510798761904468,0.900151018572071,
20.0,0.1144858035258948,0.2510449974797666,,,0.9617346938775508,0.9082792207792209,0.9564329519686664,0.88125,0.969345238095238,0.9472222222222222,,,,,,0.9593453873390848,0.9088935574229692,
,,,,,,,,,,,0.20258359014987945,,0.9285714285714285,0.85,1.0,,,0.9151515151515153
