epoch number,train loss,validation loss,train accuracy,validation accuracy,test loss,test accuracy
1.0,0.8470166208146727,1.320539116859436,0.6295503377914429,0.4962406158447265,,
2.0,0.5812804079923691,0.715442070835515,0.6852248311042786,0.5413534045219421,,
3.0,0.54466802124293,0.8011214152762764,0.7430406808853149,0.6992481350898743,,
4.0,0.5442209579449394,1.7224291876742714,0.7130621075630188,0.4736842215061188,,
5.0,0.5116642428925001,1.2268574300565218,0.7558886408805847,0.4887218177318573,,
6.0,0.5247563421088062,0.6006125431311758,0.7516059875488281,0.6917293667793274,,
7.0,0.5052911776419114,0.6824404079663126,0.7730192542076111,0.7368420958518982,,
8.0,0.4369009439963089,0.5663936389120001,0.8051391839981079,0.7518796920776367,,
9.0,0.4384487739722274,0.5531642750689858,0.815845787525177,0.7744361162185669,,
10.0,0.4060287863590477,0.5472863943953263,0.824411153793335,0.7518796920776367,,
11.0,0.3968417889556231,0.5758007525613433,0.824411153793335,0.7293233275413513,,
12.0,0.412194325913709,0.5734452479764035,0.8222697973251343,0.7218044996261597,,
13.0,0.3729918313230641,0.5015936525244462,0.8436830639839172,0.7669172883033752,,
14.0,0.3352352429253131,0.5535302915071186,0.8629550337791443,0.7218044996261597,,
15.0,0.3244716214291289,0.5251221248978063,0.8672376871109009,0.7744361162185669,,
16.0,0.3261155600657555,0.5402587746319018,0.8543897271156311,0.7819548845291138,,
17.0,0.2936392528916324,0.5743581433045236,0.8800856471061707,0.7293233275413513,,
18.0,0.2641975869139461,0.556881910876224,0.8993576169013977,0.7443609237670898,,
19.0,0.2751793399676521,0.5307296130218004,0.897216260433197,0.7894737124443054,,
20.0,0.272488474462987,0.5445420083246733,0.8886509537696838,0.7669172883033752,,
21.0,0.2569077206053621,0.5453452609087291,0.8950749635696411,0.7669172883033752,,
22.0,0.2318018378741736,0.5306736238692936,0.9057815670967102,0.804511308670044,,
23.0,0.2701888275223064,0.5434822008797997,0.87794429063797,0.7669172883033752,,
24.0,0.2573876810086616,0.5356997408364949,0.8929336071014404,0.8195489048957825,,
25.0,0.280133070827041,0.5352425645840796,0.8758029937744141,0.804511308670044,,
26.0,0.2682047708546324,0.5498606970435694,0.897216260433197,0.7744361162185669,,
27.0,0.2396361266264823,0.5500763544910833,0.9143468737602234,0.7669172883033752,,
28.0,0.239433591766582,0.54484623670578,0.9057815670967102,0.7669172883033752,,
29.0,0.2405527151435039,0.5471222165383791,0.9100642204284668,0.7669172883033752,,
30.0,0.2692663475264829,0.5433472583168432,0.8822269439697266,0.7669172883033752,,
31.0,0.2529157734210792,0.5461693155138116,0.8929336071014404,0.7744361162185669,,
32.0,0.2597348146156529,0.5559446294056741,0.897216260433197,0.7669172883033752,,
33.0,0.2547043341608834,0.548032217904141,0.8993576169013977,0.7744361162185669,,
34.0,0.2522624958888876,0.5468793832942059,0.9014989137649536,0.7744361162185669,,
35.0,0.2465480726842451,0.5443850038082976,0.8865095973014832,0.7819548845291138,,
36.0,0.2560040509483799,0.5416968904043499,0.8993576169013977,0.7744361162185669,,
37.0,0.2382084385549741,0.5468335779089677,0.9057815670967102,0.7669172883033752,,
38.0,0.2672049362826653,0.5422185573138689,0.8993576169013977,0.7744361162185669,,
39.0,0.2588063434436439,0.5600415656441137,0.8886509537696838,0.7518796920776367,,
40.0,0.262771310017502,0.5383692336709875,0.8843683004379272,0.7819548845291138,,
41.0,0.2722351194959636,0.5487577225032606,0.9014989137649536,0.7744361162185669,,
42.0,0.2372202196774697,0.5588356319226717,0.9036402702331544,0.7518796920776367,,
43.0,0.2518288723534129,0.5623881675695118,0.8950749635696411,0.7443609237670898,,
44.0,0.27663592148644,0.5497720539569855,0.8886509537696838,0.7819548845291138,,
45.0,0.2759322942069052,0.5559661341340918,0.9014989137649536,0.7669172883033752,,
46.0,0.26307209474244,0.5284145019556347,0.9014989137649536,0.7969924807548523,,
47.0,0.2715505215736222,0.5392450219706485,0.8843683004379272,0.7969924807548523,,
48.0,0.2604494768751255,0.5419344462846455,0.897216260433197,0.7744361162185669,,
49.0,0.2258915455425577,0.5331514383617201,0.9057815670967102,0.7894737124443054,,
50.0,0.2768997796661593,0.5383531725720355,0.9014989137649536,0.804511308670044,,
,,,,,0.4159983515739441,0.8285714387893677
