epoch number,train loss,validation loss,train f1_score,validation f1_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,test loss,test f1_score,test accuracy,test recall,test precision,train f1 score,validation f1 score,test f1 score
<<<<<<< HEAD
6.0,0.4868023464722292,0.5611060410737991,,,0.7938775510204082,0.6915584415584417,0.7995116986188415,0.3984848484848485,0.7977324263038551,0.9541666666666668,,,,,,0.7850600389217154,0.5492620124973066,
7.0,0.4591033607721329,0.5014536380767822,,,0.7938775510204082,0.7362012987012987,0.7917233560090703,0.8016369047619047,0.8171768707482994,0.6986607142857143,,,,,,0.7899254573624324,0.7398731299660092,
8.0,0.3709958057318415,0.4401920232921839,,,0.8469387755102041,0.7564935064935066,0.8191751700680273,0.6022321428571428,0.8861394557823127,0.9069940476190476,,,,,,0.8404449542054584,0.6957837301587302,
9.0,0.3387705755553075,0.4307296182960272,,,0.8622448979591837,0.7808441558441559,0.863888888888889,0.6114583333333333,0.8696428571428572,0.8541666666666667,,,,,,0.8608039835981013,0.7084280303030303,
10.0,0.3241901828774384,0.3815237060189247,,,0.8750000000000001,0.8076298701298702,0.8905470521541952,0.6711309523809523,0.8660714285714287,0.921875,,,,,,0.8667386709928727,0.7571699134199134,
11.0,0.337295293275799,0.3250554520636797,,,0.8729591836734695,0.8660714285714286,0.8735685941043086,0.7883928571428572,0.8921768707482993,0.9385416666666668,,,,,,0.8687534570937935,0.8462648462648462,
12.0,0.3110482306884868,0.3415960669517517,,,0.8581632653061225,0.8165584415584416,0.839640022675737,0.6920138888888889,0.8975340136054422,0.875,,,,,,0.8547259638120982,0.7674107142857143,
13.0,0.3179645423910447,0.3625067435204983,,,0.8760204081632652,0.8189935064935064,0.8566983611626471,0.7465277777777777,0.8960884353741496,0.9010416666666666,,,,,,0.8614615929797264,0.7957733443027561,
14.0,0.304698699553098,0.3394233826547861,,,0.8596938775510203,0.8303571428571429,0.8541177076891364,0.7544642857142857,0.877465986394558,0.9196428571428572,,,,,,0.8546314621419665,0.8182234432234433,
15.0,0.2710506455706699,0.3554302146658301,,,0.8862244897959183,0.8303571428571429,0.8560941043083901,0.6972222222222222,0.9491496598639456,0.9472222222222222,,,,,,0.8892874727488838,0.7735479797979798,
16.0,0.2645893623786313,0.3486672658473253,,,0.8831632653061224,0.8457792207792209,0.8539914450628736,0.7508928571428571,0.9148384353741496,0.925,,,,,,0.8721767319981605,0.8262182262182263,
17.0,0.2880523115662591,0.3415760127827525,,,0.8908163265306122,0.8319805194805195,0.8774092970521542,0.7517857142857144,0.9034013605442176,0.9226190476190476,,,,,,0.8767718837627064,0.8245039682539682,
18.0,0.281431645154953,0.3319464270025491,,,0.8852040816326529,0.8522727272727273,0.8498157596371884,0.8008928571428571,0.9305697278911564,0.9184523809523808,,,,,,0.8792958034029464,0.8500228937728938,
19.0,0.2547115396176065,0.3426312282681465,,,0.9030612244897958,0.8457792207792207,0.8813775510204083,0.7248511904761905,0.922746598639456,0.9125,,,,,,0.8960071382865501,0.804972804972805,
20.0,0.2742286925869329,0.3309197127819061,,,0.8928571428571427,0.8457792207792207,0.8930697278911566,0.7414186507936508,0.8988095238095237,0.9434523809523808,,,,,,0.8884796167884403,0.8233547702297702,
,,,,,,,,,,,0.3276849061250687,,0.8714285714285713,0.8857142857142858,0.8607142857142858,,,0.8723809523809523
>>>>>>> 25efcc7fc34643ec8cd71b76e464974358d197d2
