epoch number,train loss,validation loss,train f1_score,validation f1_score,train accuracy,validation accuracy,train recall,validation recall,train precision,validation precision,test loss,test f1_score,test accuracy,test recall,test precision,train f1 score,validation f1 score,test f1 score
<<<<<<< HEAD
1.0,0.7554097548127174,1.3346771076321602,,,0.7096938775510203,0.775974025974026,0.7368480725623584,0.6026785714285714,,0.95,,,,,,0.6948423833402826,0.7234848484848485,
2.0,0.4982205528233732,0.4958971831947565,,,0.7591836734693878,0.765422077922078,0.737461348175634,0.7574404761904762,0.7872835497835499,0.7336309523809523,,,,,,0.7304745407548373,0.7406968031968032,
3.0,0.388460527573313,0.5351533349603415,,,0.8275510204081632,0.8214285714285715,0.7897817460317461,0.7150568181818182,0.8937783446712019,0.8517857142857143,,,,,,0.8194152188540734,0.7723086124401913,
4.0,0.455390994570085,0.5228842422366142,,,0.8173469387755102,0.7540584415584416,0.8099979385693671,0.815625,0.8537698412698413,0.699751984126984,,,,,,0.8120153082089175,0.7446757211656593,
5.0,0.4318868831864425,0.4332039672881365,,,0.8066326530612246,0.7516233766233766,0.8144377447948876,0.703801406926407,0.8376623376623374,0.7819940476190477,,,,,,0.7993680735083876,0.7266634133410449,
6.0,0.3522396598543439,0.5274922735989094,,,0.8653061224489795,0.8011363636363636,0.8638141620284481,0.6840277777777778,0.8729875283446713,0.898051948051948,,,,,,0.8611928564825516,0.7567821067821067,
7.0,0.3618754403931754,0.3426475208252668,,,0.8561224489795916,0.8660714285714286,,0.7934974747474747,0.8553287981859412,0.8988095238095237,,,,,,0.833361286791738,0.8396284271284271,
8.0,0.302025812544993,0.3485940592363477,,,0.8755102040816327,0.8814935064935064,0.8870271593485881,0.8601190476190477,0.8792091836734696,0.8946428571428571,,,,,,0.8713850050509716,0.8722726415741122,
9.0,0.257659215213997,0.348702356684953,,,0.9056122448979592,0.8612012987012987,0.9029478458049888,0.7742063492063491,0.90656179138322,0.9224206349206348,,,,,,0.8975970224919806,0.8275613275613274,
10.0,0.2485021527058311,0.3419453455135226,,,0.9010204081632652,0.8612012987012987,0.9039940218511648,0.7822916666666667,0.909297052154195,0.9298611111111112,,,,,,0.8893270944741536,0.8425328144078144,
11.0,0.2553948427417448,0.3173462469130754,,,0.9081632653061222,0.8904220779220778,0.9087430426716144,0.8031655844155844,0.9147534013605442,0.959375,,,,,,0.8980315727689677,0.8629686489980607,
12.0,0.2398488215569938,0.2968985289335251,,,0.9010204081632656,0.8855519480519481,0.9273667800453516,0.8401785714285713,0.8815476190476191,0.9270833333333334,,,,,,0.8912816445434758,0.8760434010434012,
13.0,0.2085243220041905,0.3030297961086035,,,0.9158163265306122,0.8790584415584416,0.8753826530612244,0.7811011904761904,0.9502551020408162,0.9652777777777778,,,,,,0.9050296284014772,0.8517275616540323,
14.0,0.2004252314301473,0.2862134743481874,,,0.9183673469387756,0.8969155844155844,0.9248511409225696,0.8644345238095238,0.9251275510204084,0.9300595238095238,,,,,,0.9169722581708428,0.8868704212454213,
15.0,0.1940834763060723,0.284564240835607,,,0.9112244897959182,0.872564935064935,0.910090702947846,0.820486111111111,0.9186507936507936,0.9416666666666668,,,,,,0.9032737162464056,0.868421052631579,
16.0,0.1863475814461708,0.276974736712873,,,0.9239795918367346,0.8814935064935066,0.932468820861678,0.8385416666666666,0.9210034013605444,0.9293650793650792,,,,,,0.9156353567067852,0.8712381368631369,
17.0,0.1691729053854942,0.2789012361317873,,,0.9316326530612246,0.887987012987013,0.9248866213151928,0.7925595238095238,0.945875850340136,0.9040178571428572,,,,,,0.930750269988992,0.8262400793650794,
18.0,0.167367823288909,0.2897305334918201,,,0.9209183673469388,0.8701298701298702,0.9360801896516182,0.8249007936507936,0.9077664399092972,0.8807539682539682,,,,,,0.9108600157030056,0.8358277268397238,
19.0,0.1812221206325505,0.2816845225170254,,,0.9112244897959184,0.875,0.9162363430220574,0.8368055555555556,0.9159013605442176,0.8927083333333333,,,,,,0.907306389921936,0.8596996753246754,
20.0,0.2025346096072878,0.3052151799201965,,,0.9316326530612244,0.887987012987013,0.92338048855906,0.8083333333333332,0.9460884353741496,0.9791666666666666,,,,,,0.9286729254332086,0.8818362193362193,
,,,,,,,,,,,0.26685523508349435,,0.9142857142857143,0.8664285714285714,0.9464285714285715,,,0.8947619047619048
=======
1.0,0.9195715912750788,3.4421104937791824,,,0.608673469387755,0.6290584415584416,0.5739370748299318,0.8948412698412698,,0.5796182983682984,,,,,,0.5106247711701964,0.6947916666666666,
2.0,0.5343359687498638,0.7021800931543112,,,0.7551020408163265,0.7378246753246753,0.8048044217687077,0.7493777056277056,0.7385152545866831,0.7321428571428571,,,,,,0.752075724781386,0.7227799977799978,
3.0,0.54291170835495,0.8646675795316696,,,0.728061224489796,0.5860389610389611,0.7442434549577407,0.8824900793650793,0.7386286332714905,0.5604166666666667,,,,,,0.7200038989954958,0.6743055555555556,
4.0,0.4570519221680505,0.4420525524765253,,,0.7908163265306124,0.7873376623376623,0.7695578231292519,0.6300595238095237,0.8173044217687077,0.9196428571428572,,,,,,0.7776987420535633,0.726369463869464,
5.0,0.488694996706077,0.4400158207863569,,,0.7790816326530612,0.7451298701298701,0.7760448876520304,0.7075892857142857,0.8373866213151927,0.7635416666666667,,,,,,0.76901971683042,0.7225967659791189,
